,ID,START_DATE,END_DATE,TIMER_total,SYMBOL,EVALUATION_01,EVALUATION_02,EVALUATION_index,SATISFACTION,TRUST,OUTAGE_q01,OUTAGE_q02,OUTAGE_q03,OUTAGE_01,OUTAGE_02,OUTAGE_03,OUTAGE_long,AREA,CITY,CITY_short,GOV_EVALUATION,GOV_SATISFACTION,GOV_TRUST,GOV_ATTITUDES,INTEREST,GENDER,AGE,EDUCATION,INCOME,HOUSE,IDEOLOGY,IEC_ATTITUDES_first,IEC_ATTITUDES_second,IEC_ATTITUDES_third,IEC_ATTITUDES_fourth,MEKOROT_recognize,IROADS_recognize,EAPC_recognize,NTA_recognize,IEC_symbol_recognize,IEC_work,IEC_work_relative,IEC_work_01,IEC_debt,SYMBOL_not_recognize,TIMER_total_filter,IMC,MISSING,GUESS_filter
587,587,15/12/2015 08:52,15/12/2015 08:58,6,2,8,5,6.5,6,6,1,0,1,0,0,0,0,SHFELA,MODIIN,MDN,0.333333333,0.333333333,0.333333333,0.333333333,0,1,48,0.857142857,0.5,1,0.5,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,0,0,0,0,1,0,0,0,0,0,0,1,0,0
588,588,15/12/2015 08:56,15/12/2015 09:01,5,0,9,9,9,9,9,1,0,2,0,0,0.166666667,0,SHFELA,MODIIN,MDN,0.666666667,0.666666667,0.5,0.611111111,1,1,33,1,0.5,1,0.5,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589,589,15/12/2015 08:56,15/12/2015 09:04,8,1,4,4,4,6,7,3,1,1,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,0.5,1,30,0.285714286,0.5,0,0.5,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,1,0,0,0,0,0,0,0,0,0,1,0,0
590,590,15/12/2015 08:56,15/12/2015 09:04,8,1,10,5,7.5,9,8,2,1,2,1,0.5,0.333333333,0,SHFELA,MODIIN,MDN,0,0,0,0,1,0,62,0.428571429,0.5,1,0.1,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,1,0,0
591,591,15/12/2015 08:59,15/12/2015 09:08,9,2,5,5,5,5,6,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.333333333,0.333333333,0.388888889,0,1,20,0.857142857,0,0,0.4,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,0,0,0,1,0,0,0,0,0,0,1,0,0
592,592,15/12/2015 09:03,15/12/2015 09:08,5,0,7,7,7,7,7,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.666666667,0.666666667,0,1,41,0.428571429,0.5,1,0.5,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593,593,15/12/2015 09:03,15/12/2015 09:09,6,2,8,8,8,8,7,1,0,1,0,0,0,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,0.75,0,35,0.714285714,0,1,0.6,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,0,0,0,1,0,0,0,0,0,0,1,0,0
594,594,15/12/2015 09:04,15/12/2015 09:09,5,2,7,7,7,7,7,2,1,2,1,0.5,0.333333333,0,SHFELA,NES TZIONA,NTZ,0.166666667,0.166666667,0.166666667,0.166666667,0.75,0,34,1,1,1,0.8,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
595,595,15/12/2015 09:05,15/12/2015 09:12,7,1,8,8,8,7,8,3,1,2,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.5,0.666666667,0.666666667,0.611111111,0.75,0,60,0.857142857,0.25,1,0.9,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,0,0,0,0,0,1,1,0,0,0,0,0,0
596,596,15/12/2015 09:08,15/12/2015 09:13,5,1,1,2,1.5,1,1,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.166666667,0.5,0.5,0.388888889,0,1,30,0.571428571,0.25,0,0.2,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,1,0,0
597,597,15/12/2015 09:08,15/12/2015 09:13,5,0,8,9,8.5,8,10,3,2,3,1,1,0.833333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.666666667,0.5,0.555555556,0.75,1,42,0.714285714,0.5,1,0.4,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,1,1,0,0,0,0,0,0,0,0,0,0,0
598,598,15/12/2015 09:10,15/12/2015 09:15,5,0,1,2,1.5,2,2,3,2,3,1,1,0.833333333,0,SHARON,HERZELIA,HZL,0,0,0,0,0.25,1,35,0.857142857,0,0,0.1,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
599,599,15/12/2015 09:02,15/12/2015 09:17,15,1,7,5,6,5,3,3,1,2,1,0.5,0.5,0,OTHER,NATANIA,OTHER,0.5,0.5,0.5,0.5,0,1,27,0.857142857,0.25,0,0.4,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
600,600,15/12/2015 09:13,15/12/2015 09:18,5,2,5,6,5.5,6,4,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,48,0.428571429,0.25,1,0.3,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,1,0,0
601,601,15/12/2015 09:17,15/12/2015 09:22,5,0,7,7,7,7,7,1,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.166666667,0.5,0.277777778,0.75,1,33,0.857142857,0.75,1,0.6,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,1,0,0,0,0,0,0,0,0,1,0,0
602,602,15/12/2015 09:17,15/12/2015 09:23,6,1,4,1,2.5,2,4,3,3,3,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.166666667,0.277777778,0.75,1,39,0.857142857,0.25,0,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,1,0,0
603,603,15/12/2015 09:19,15/12/2015 09:25,6,2,6,5,5.5,5,5,2,1,2,1,0.5,0.333333333,0,OTHER,HAIFA,OTHER,0.333333333,0.333333333,0.333333333,0.333333333,0,0,23,0.714285714,0,0,0.7,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
604,604,15/12/2015 09:22,15/12/2015 09:26,4,2,5,4,4.5,5,6,3,1,3,1,0.5,0.666666667,0,SHFELA,MODIIN,MDN,0.666666667,0.666666667,0.5,0.611111111,0.75,0,33,0.571428571,0.25,1,0.4,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,1,0,0
605,605,15/12/2015 08:49,15/12/2015 09:26,37,0,3,3,3,4,2,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.666666667,0.444444444,0.75,1,27,0.857142857,0.25,0,0.8,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,0,0,0,0,0,0,0,0,0,0,1,1,0,0
606,606,15/12/2015 09:20,15/12/2015 09:28,8,1,3,4,3.5,4,4,2,1,1,1,0.5,0.166666667,0,SHFELA,NES TZIONA,NTZ,0.5,0.5,0.5,0.5,1,1,36,0.857142857,0.75,1,0.7,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,0,0,0
607,607,15/12/2015 09:23,15/12/2015 09:30,7,1,3,3,3,7,4,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.333333333,0.166666667,0.222222222,0.75,1,37,0.571428571,0,0,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
608,608,15/12/2015 09:23,15/12/2015 09:30,7,0,6,6,6,6,6,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.166666667,0.277777778,0,1,44,0.285714286,0.5,0,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
609,609,15/12/2015 09:22,15/12/2015 09:30,8,0,5,4,4.5,5,6,2,1,3,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.5,0.388888889,1,0,44,1,0.25,1,0.8,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,1,0,0,0,0,0,0,0,0,0,0,0
610,610,15/12/2015 09:27,15/12/2015 09:30,3,2,6,8,7,9,6,1,1,1,0,0,0.166666667,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,0.75,1,37,1,0.75,0,0.4,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,1,0,0
611,611,15/12/2015 09:23,15/12/2015 09:31,8,2,2,2,2,3,3,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.166666667,0.277777778,0.75,0,43,0.857142857,0.5,0,0.8,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,1,0,1,0,0
612,612,15/12/2015 07:40,15/12/2015 09:32,112,2,3,3,3,3,4,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0,1,42,0.285714286,0.5,1,0.5,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,1,0,0,1,0,0,0,0,0,1,1,0,0
613,613,15/12/2015 09:30,15/12/2015 09:36,6,2,4,3,3.5,3,3,3,1,2,1,0.5,0.5,0,SHFELA,MODIIN,MDN,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0,63,1,1,1,0.3,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,0,0,0,1,0,0,0,0,0,0,0,0,0
614,614,15/12/2015 09:21,15/12/2015 09:37,16,0,5,5,5,5,4,1,0,2,0,0,0.166666667,0,SHFELA,MODIIN,MDN,0.5,0.166666667,0,0.222222222,0.5,1,30,0.857142857,0.25,1,0.6,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
615,615,15/12/2015 09:27,15/12/2015 09:38,11,0,7,7,7,7,7,3,3,2,1,1,0.666666667,1,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,50,0.428571429,0,1,0.5,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,616,15/12/2015 09:26,15/12/2015 09:38,12,1,7,7,7,9,8,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,36,0.428571429,1,0,0.2,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,1,0,0,0,0,0,0,0,0,0,0,0,0,0
617,617,15/12/2015 09:29,15/12/2015 09:39,10,2,5,5,5,4,5,3,1,1,1,0.5,0.333333333,0,SHFELA,MODIIN,MDN,0.5,0.333333333,0.5,0.444444444,0.5,1,45,0.571428571,0,1,0.5,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
618,618,15/12/2015 09:33,15/12/2015 09:41,8,1,3,1,2,1,2,2,1,1,1,0.5,0.166666667,0,SHFELA,MODIIN,MDN,0.166666667,0.166666667,0.166666667,0.166666667,0,1,33,0.857142857,0.25,0,0.2,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619,619,15/12/2015 09:34,15/12/2015 09:41,7,1,7,7,7,8,6,3,1,3,1,0.5,0.666666667,0,SHARON,KFAR SABA,KFS,0.5,0.333333333,0.5,0.444444444,0.75,1,32,1,0.5,1,0.8,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,620,15/12/2015 09:08,15/12/2015 09:42,34,0,7,8,7.5,7,6,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.5,0.5,0.555555556,1,1,25,0.428571429,0,0,0.3,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,0,0,0,0,0,1,1,0,0,1,0,0,0
621,621,15/12/2015 09:35,15/12/2015 09:42,7,2,7,7,7,6,7,3,1,2,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.666666667,0.444444444,1,0,43,0.857142857,0.5,1,0.4,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,1,0,0
622,622,15/12/2015 09:37,15/12/2015 09:44,7,0,4,5,4.5,3,5,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.5,0.5,0.555555556,0.75,1,32,0.571428571,0.5,1,0.4,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
623,623,15/12/2015 09:31,15/12/2015 09:44,13,0,4,5,4.5,4,3,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.666666667,0.666666667,0.611111111,0.75,1,64,0.571428571,1,1,0.8,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,0,0,0,0,0,0,0,0,1,0,0,1,0,0
624,624,15/12/2015 09:43,15/12/2015 09:45,2,1,6,4,5,6,6,3,3,2,1,1,0.666666667,1,SHFELA,RAMAT GAN,RGN,0,0,0,0,1,0,27,0.857142857,0.5,0,0,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,0,0,0,0,0,0,0,0,0,0,1,1,0,0
625,625,15/12/2015 09:25,15/12/2015 09:46,21,1,7,6,6.5,5,6,3,2,3,1,1,0.833333333,0,SHFELA,NES TZIONA,NTZ,0.166666667,0.166666667,0.333333333,0.222222222,0,1,33,1,0.75,1,0.5,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0
626,626,15/12/2015 09:44,15/12/2015 09:47,3,2,4,4,4,6,4,2,1,3,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.333333333,0.444444444,0,1,31,1,0,1,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,0,0,0,1,0,0,0,0,0,0,1,0,0
627,627,15/12/2015 09:35,15/12/2015 09:48,13,2,7,7,7,7,7,2,1,3,1,0.5,0.5,0,OTHER,HAIFA,OTHER,0.5,0.333333333,0.333333333,0.388888889,0.75,1,24,0.714285714,0,0,0.5,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,0,0,0
628,628,15/12/2015 09:43,15/12/2015 09:50,7,0,5,6,5.5,6,5,2,1,3,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,1,0,34,0.857142857,0.75,0,0.1,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,1,0,0,0,0,0,0,0,0,0,1,0,0
629,629,15/12/2015 09:50,15/12/2015 09:54,4,1,3,4,3.5,4,4,2,2,2,1,1,0.5,0,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,42,1,0.5,1,0.6,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,1,0,0
630,630,15/12/2015 09:52,15/12/2015 09:56,4,2,7,7,7,10,10,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.666666667,0.666666667,0.666666667,0,1,30,0.714285714,0,0,0,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,1,0,0
631,631,15/12/2015 09:53,15/12/2015 09:57,4,0,5,5,5,4,4,2,1,1,1,0.5,0.166666667,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,0.75,0,29,0.428571429,0,0,0.5,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,1,1,0,0,0,0,0,0,0,0,1,0,0
632,632,15/12/2015 08:44,15/12/2015 09:59,75,1,1,1,1,1,1,3,1,3,1,0.5,0.666666667,0,SHFELA,MODIIN,MDN,0.333333333,0.166666667,0.333333333,0.277777778,1,1,42,0.714285714,0.5,1,0.5,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,0,1,0,0,0,0,0,0,1,0,0,0
633,633,15/12/2015 09:53,15/12/2015 09:59,6,2,9,10,9.5,9,9,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0.75,0,39,0.857142857,1,1,0.7,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
634,634,15/12/2015 09:55,15/12/2015 09:59,4,0,7,5,6,6,6,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.166666667,0.333333333,0.277777778,1,1,35,0.857142857,0.25,0,0.5,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,1,0,0
635,635,15/12/2015 09:55,15/12/2015 10:01,6,2,6,7,6.5,7,6,1,0,1,0,0,0,0,SHFELA,NES TZIONA,NTZ,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,42,0.857142857,0,0,0.5,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
636,636,15/12/2015 09:56,15/12/2015 10:02,6,0,8,2,5,4,3,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.5,0.5,0.388888889,1,0,20,0.428571429,0,0,0.4,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,0,1,0,0,0,1,1,0,0,0,1,0,0
637,637,15/12/2015 09:52,15/12/2015 10:02,10,1,7,7,7,6,4,1,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,1,1,55,0.571428571,0.25,1,0.8,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,1,0,0,0,0,0,0,0,0,0,1,0,0
638,638,15/12/2015 10:00,15/12/2015 10:04,4,0,2,6,4,8,7,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,25,0.714285714,0.25,0,0.8,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
639,639,15/12/2015 10:00,15/12/2015 10:05,5,1,3,3,3,4,2,2,1,3,1,0.5,0.5,0,SHFELA,NES TZIONA,NTZ,0.333333333,0.333333333,0.166666667,0.277777778,0.75,1,31,1,0,1,0.3,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,1,0,0
640,640,15/12/2015 10:00,15/12/2015 10:06,6,1,2,2,2,1,1,3,5,3,1,1,1,1,SHARON,KFAR SABA,KFS,0,0,0,0,1,1,43,0.571428571,0.5,1,0.6,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,1,0,1,0,0,0,0,0,0,0,1,0,0
641,641,15/12/2015 10:04,15/12/2015 10:08,4,0,2,4,3,3,3,2,2,2,1,1,0.5,0,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.333333333,0.333333333,1,0,38,1,0.75,0,0.4,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,0,0,0,0,0,0,0,0,0,0,1,0,0
642,642,15/12/2015 10:00,15/12/2015 10:08,8,2,6,6,6,7,7,3,1,2,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.666666667,0.5,0.611111111,0.75,1,28,0.857142857,0.25,1,0.3,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
643,643,15/12/2015 10:00,15/12/2015 10:08,8,1,2,4,3,3,2,3,2,3,1,1,0.833333333,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.166666667,0.277777778,0.75,1,44,0.714285714,0.25,0,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,1,0,0,0,0,0,0,0,0,0,0,0,0
644,644,15/12/2015 10:02,15/12/2015 10:15,13,2,1,7,4,3,1,3,5,3,1,1,1,1,OTHER,OTHER,OTHER,0.5,0.333333333,0.333333333,0.388888889,0.75,0,38,1,1,1,0.8,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,1,1,0,0,1,0,0,0,0,0,0,1,0,0
645,645,15/12/2015 10:04,15/12/2015 10:15,11,2,4,3,3.5,5,5,2,1,2,1,0.5,0.333333333,0,SHARON,HOD HASHARON,HDS,0.5,0.5,0.5,0.5,0.5,1,40,0.857142857,0,0,0.4,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,0,0,0,1,0,0,0,0,0,0,1,0,0
646,646,15/12/2015 10:12,15/12/2015 10:17,5,0,2,2,2,2,3,3,4,2,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0.333333333,0.166666667,0.166666667,0.222222222,1,1,32,1,0.75,1,0.2,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,1,1,1,0,0,0,0,0,0,0,0,1,0,0
647,647,14/12/2015 14:43,15/12/2015 10:18,1175,1,2,8,5,5,3,3,4,2,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.5,0.5,0.5,0.5,0.75,1,42,1,0.25,0,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,1,0,0,0
648,648,15/12/2015 10:14,15/12/2015 10:21,7,1,4,4,4,3,2,2,1,2,1,0.5,0.333333333,0,OTHER,GIVATAIM,OTHER,0.333333333,0.333333333,0.333333333,0.333333333,0,1,28,1,0,0,0.6,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,0,0,0,0,0,0,0,0,0,0,0,0,0
649,649,15/12/2015 10:14,15/12/2015 10:22,8,2,6,5,5.5,6,5,2,1,3,1,0.5,0.5,0,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,0.75,1,35,1,1,1,0.5,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,1,0,0
650,650,15/12/2015 10:20,15/12/2015 10:27,7,0,4,4,4,6,5,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.333333333,0.444444444,0,1,22,0.428571429,0.75,0,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,651,15/12/2015 10:25,15/12/2015 10:31,6,1,6,6,6,6,4,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0,0,0,0,0.75,1,29,0.857142857,0.75,0,0.4,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,0,0,0,0,0,0,0,0,0,1,0,0
652,652,15/12/2015 10:29,15/12/2015 10:34,5,2,7,6,6.5,6,4,2,1,2,1,0.5,0.333333333,0,SHFELA,NES TZIONA,NTZ,0.166666667,0.166666667,0,0.111111111,0,0,29,0.857142857,0,0,0.7,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0
653,653,15/12/2015 10:28,15/12/2015 10:36,8,1,4,3,3.5,3,4,3,1,2,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0.75,1,46,0.571428571,0,1,0.3,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,1,0,0
654,654,15/12/2015 10:33,15/12/2015 10:38,5,2,4,6,5,6,5,3,5,3,1,1,1,1,SHARON,RAMAT HASHARON,RSR,0.5,0.333333333,0.5,0.444444444,0,1,44,0.428571429,0.5,1,0.3,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0
655,655,15/12/2015 10:26,15/12/2015 10:39,13,1,1,2,1.5,2,1,1,0,2,0,0,0.166666667,0,OTHER,OTHER,OTHER,0,0,0.166666667,0.055555556,1,1,35,0.857142857,0.75,1,0.2,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,1,0,0,0,0,0,0,0,0,0,0
656,656,15/12/2015 10:37,15/12/2015 10:42,5,2,7,5,6,4,5,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.5,0.5,0.444444444,0,0,40,0.571428571,0.25,0,0.5,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,0,0,0,0,1,0,0,0,0,0,0,1,0,0
657,657,15/12/2015 10:38,15/12/2015 10:43,5,0,8,8,8,9,8,1,1,2,0,0,0.333333333,0,SHARON,HERZELIA,HZL,0.5,0.666666667,0.666666667,0.611111111,0.75,1,36,0.857142857,0.75,1,0.7,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,1,0,0
658,658,15/12/2015 10:04,15/12/2015 10:46,42,2,1,5,3,2,3,1,0,2,0,0,0.166666667,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,0.75,1,32,1,0.5,1,0.7,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,1,0,0,1,0,0,0,0,0,1,0,0,0
659,659,15/12/2015 10:39,15/12/2015 10:46,7,1,6,7,6.5,8,6,2,1,3,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0,1,30,0.714285714,0.5,0,0.9,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,0,0,0,0,0,1,1,0,0,0,0,0,0
660,660,15/12/2015 10:39,15/12/2015 10:46,7,1,6,7,6.5,7,7,3,2,3,1,1,0.833333333,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.833333333,0.666666667,0.722222222,1,1,33,0.428571429,0.25,1,0.5,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,1,0,1,0,0,0,0,0,0,0,0,0,0
661,661,15/12/2015 10:46,15/12/2015 10:48,2,1,8,4,6,4,6,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.5,0.666666667,0.444444444,0,1,19,0.428571429,0.5,0,0.5,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,1,1,0,0
662,662,15/12/2015 10:46,15/12/2015 10:51,5,0,3,4,3.5,7,5,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.5,0.666666667,0.611111111,0.75,1,24,0.714285714,0.25,0,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
